time,C7_gyr_x,C7_gyr_y,C7_gyr_z,C7_acc_x,C7_acc_y,C7_acc_z,C7_mag_x,C7_mag_y,C7_mag_z
82.0,-0.48828125,0.06103515625,-0.06103515625,-0.9524216437269204,-0.1254921109653004,-0.2705160679952391,22.9375,14.4375,-12.5
82.5,-0.06103515625,0.3662109375,0.06103515625,-0.9501022370067446,-0.1267128513443403,-0.271370586260567,22.1875,13.0,-10.4375
83.0,0.1220703125,0.1220703125,0.1220703125,-0.9527878658406324,-0.1234168523209326,-0.271492660298471,21.5,13.0,-11.75
83.5,0.0,0.06103515625,0.0,-0.9486373485518969,-0.1232947782830286,-0.2697836237678152,22.5625,13.6875,-13.0
84.0,0.244140625,0.18310546875,-0.06103515625,-0.9493697927793208,-0.1253700369273964,-0.2688070314645833,21.875,14.0625,-12.125
84.5,0.30517578125,0.244140625,0.48828125,-0.9496139408551286,-0.1262245551927243,-0.2700277718436231,23.25,14.0625,-13.375
85.0,-7.50732421875,-4.69970703125,0.48828125,-0.9325235755485702,-0.1650440992461928,-0.249763481551561,21.5,12.1875,-13.375
85.5,0.1220703125,-7.14111328125,2.86865234375,-0.977690969573046,-0.1134067812128055,-0.1453901791436506,22.5625,12.1875,-12.5
86.0,-2.38037109375,24.71923828125,-5.0048828125,-0.9580370494705038,-0.1385540330210272,-0.2802819910275582,22.5625,13.375,-15.5625
86.5,1.15966796875,-2.197265625,-0.42724609375,-0.9372844630268258,-0.0919217505417035,-0.3393658253730888,21.5,13.6875,-15.5625
87.0,-10.7421875,2.62451171875,6.4697265625,-0.9649952696310312,-0.0393078402050843,-0.2202215643787957,21.125,14.8125,-11.25
87.5,-2.44140625,4.8828125,-3.47900390625,-0.945951719718009,-0.129642628254036,-0.2525711844233527,22.9375,12.5625,-10.4375
88.0,1.03759765625,0.48828125,1.15966796875,-0.9585253456221198,-0.1337931455427717,-0.2404858546708578,22.1875,13.375,-13.375
88.5,6.89697265625,3.84521484375,-1.28173828125,-0.9737846003601184,-0.0693380535294656,-0.217413861507004,21.1875,12.1875,-16.4375
89.0,2.62451171875,-2.01416015625,3.72314453125,-0.9708548234504228,-0.0731223487044892,-0.1980040894802698,22.1875,13.0,-16.3125
89.5,-11.3525390625,7.99560546875,-3.72314453125,-0.9065218054750206,-0.2374340037232581,-0.3343607898190252,21.125,14.0625,-13.375
90.0,0.30517578125,0.79345703125,0.732421875,-0.9529099398785364,-0.1353801080355235,-0.2551347392193365,22.1875,13.375,-12.125
90.5,-0.48828125,0.30517578125,0.0,-0.9507126071962644,-0.1350138859218115,-0.2552568132572405,22.1875,14.4375,-16.3125
91.0,0.06103515625,0.48828125,0.3662109375,-0.9493697927793208,-0.1333048493911557,-0.2617267372661519,22.5625,13.375,-14.25
91.5,-0.18310546875,0.06103515625,0.30517578125,-0.9520554216132084,-0.130252998443556,-0.2631916257209998,21.1875,10.3125,-12.125
92.0,-0.06103515625,0.0,-0.48828125,-0.9466841639454328,-0.1361125522629474,-0.2624591814935758,20.875,13.0,-13.8125
92.5,0.6103515625,0.1220703125,0.18310546875,-0.9501022370067446,-0.1324503311258278,-0.2725913266396069,22.1875,13.6875,-9.1875
93.0,0.244140625,0.06103515625,0.54931640625,-0.9514450514236884,-0.129398480178228,-0.2619708853419599,21.1875,13.375,-15.0625
93.5,-1.15966796875,-0.8544921875,2.44140625,-0.9525437177648244,-0.1397747734000671,-0.2587969603564561,23.9375,12.5625,-13.375
94.0,1.0986328125,3.23486328125,-2.0751953125,-0.933378093813898,-0.1695608386486404,-0.3084810937833796,21.5,14.0625,-13.375
94.5,0.3662109375,0.0,0.67138671875,-0.9435102389599292,-0.1481978820154423,-0.2841883602404859,21.1875,12.5625,-10.875
95.0,-1.708984375,0.1220703125,-0.6103515625,-0.9471724600970488,-0.1425824762718588,-0.2749107333597827,22.1875,13.0,-10.875
95.5,-0.3662109375,-0.244140625,-0.9765625,-0.9410687582018494,-0.152226325266274,-0.2797936948759422,21.1875,13.0,-13.375
96.0,-0.3662109375,0.6103515625,0.3662109375,-0.9430219428083132,-0.1505172887356181,-0.2813806573686941,20.5,12.1875,-10.875
96.5,0.3662109375,0.244140625,0.1220703125,-0.9430219428083132,-0.1491744743186742,-0.2791833246864223,22.5625,12.5625,-10.875
